transaction_id,user_id,timestamp,amount,merchant_type,location,hour,day_of_week,is_weekend,is_late_night,amount_vs_avg,is_home_city,is_known_merchant,fraud_pattern,is_fraud
97a95236-5dd0-485e-98f3-5b7993c1f4df,U0222,2024-08-22T17:14:00,265.87,ATM,Delhi,17,3,0,0,2.564,1,1,none,0
4790cd24-f551-475b-9fb2-af0b06d349a9,U0245,2024-04-11T09:07:00,27.0,Online Retail,Chennai,9,3,0,0,0.84,0,1,none,0
b3bf27bd-a9e2-4994-b96c-0952e1d9c4e7,U0052,2024-06-04T18:25:00,164.35,Grocery,Singapore,18,1,0,0,5.857,0,0,account_takeover,1
df5417f1-643d-4a95-a0f1-214c1c89ad09,U0033,2024-11-22T20:20:00,535.4,Electronics,Chennai,20,4,0,0,11.405,1,1,none,0
73640328-da01-48c2-8688-f97e2687deb9,U0087,2024-08-04T17:50:00,61.48,Gas Station,Bangalore,17,6,1,0,0.676,1,1,none,0
e87758e8-540b-4850-8467-2aee40e67424,U0111,2024-08-27T16:21:00,193.13,ATM,London,16,1,0,0,1.774,0,0,account_takeover,1
01c14f6e-0c4d-46a1-b0b8-010a6747a0d9,U0067,2024-06-28T05:44:00,905.4,Luxury Goods,Mumbai,5,4,0,0,14.56,1,0,unusual_amount,1
e3008ab5-3df0-4976-80ad-702299c24c9c,U0128,2024-08-21T20:12:00,57.73,Restaurants,Delhi,20,2,0,0,1.07,1,1,none,0
04edd9ed-7cb8-49d6-b919-aa3e5b0bcf1a,U0086,2024-01-29T12:48:00,13.02,Restaurants,Hyderabad,12,0,0,0,0.21,1,1,none,0
3187b927-69f4-4f2b-8103-db1f4d16e433,U0018,2024-10-26T11:36:00,504.39,Casino,Chennai,11,5,1,0,2.775,1,1,none,0
b896c88d-e583-41ca-9f3c-d42ee101e642,U0025,2024-05-08T14:23:00,83.18,Pharmacy,Delhi,14,2,0,0,1.225,1,1,none,0
c860b06c-0c3b-46ac-8087-2badf4ef3817,U0102,2024-03-24T17:04:00,106.76,Casino,Mumbai,17,6,1,0,1.577,1,1,none,0
217b675e-d0dd-42a1-96ca-4cdb668093d5,U0066,2024-12-26T12:39:00,86.72,Gas Station,Mumbai,12,3,0,0,1.273,1,1,none,0
15f9c76b-cfe2-4774-860d-9ed9c543ba11,U0246,2024-03-27T20:10:00,166.5,Online Retail,Bangalore,20,2,0,0,4.448,1,1,none,0
2466c821-e19f-43aa-ba49-a6d8cdaa9e3e,U0099,2024-07-14T10:24:00,151.01,Online Retail,Chennai,10,6,1,0,3.462,1,1,none,0
14e7076e-cbf6-496b-94fe-943c65c85cca,U0006,2024-02-18T15:17:00,78.99,Grocery,Delhi,15,6,1,0,0.792,1,1,none,0
2c9cfdd9-9e4b-4659-88fe-d93c9bf32bab,U0011,2024-11-17T09:36:00,1891.67,Luxury Goods,Delhi,9,6,1,0,11.279,1,1,none,0
aa265ccd-d936-484d-bd41-3f5366bd0bb3,U0064,2024-04-29T09:21:00,1058.95,Travel,Mumbai,9,0,0,0,6.66,1,1,none,0
66c87ad9-c881-4ba3-8078-167cf1c02692,U0226,2024-07-17T19:31:00,1.0,Luxury Goods,Delhi,19,2,0,0,0.001,1,1,none,0
2210c9b6-de8b-43c6-81aa-b4cec71f6b3b,U0019,2024-01-05T18:40:00,101.05,Online Retail,Mumbai,18,4,0,0,1.168,1,1,none,0
6908cae6-5afb-4d59-aefc-8af3dffbf5b9,U0123,2024-04-29T21:25:00,150.31,Grocery,Singapore,21,0,0,0,0.563,0,1,none,0
e8d02d7c-78e3-481a-91da-d84835d2095e,U0202,2024-01-03T17:07:00,30.94,Pharmacy,Chennai,17,2,0,0,0.32,1,1,none,0
5e19cb10-ce08-4140-bee9-6861d8219909,U0234,2024-11-12T15:19:00,3180.63,Luxury Goods,Mumbai,15,1,0,0,63.314,1,1,none,0
ef77527c-8703-4dea-94e9-474c31f08572,U0236,2024-02-15T23:53:00,4234.58,Luxury Goods,Chennai,23,3,0,0,262.138,1,1,none,0
c15c5e63-8889-4fd0-9de2-0dfbc2c95afa,U0180,2024-12-12T21:38:00,3720.77,Luxury Goods,Tokyo,21,3,0,0,14.54,0,1,account_takeover,1
c16897fd-b00d-4521-833a-8e0b3b35d2ab,U0131,2024-03-03T08:07:00,145.04,Casino,Bangalore,8,6,1,0,4.847,1,1,none,0
8d0fd447-95d0-406e-a3ef-40ce76282fb3,U0033,2024-05-18T13:46:00,2296.69,Luxury Goods,Chennai,13,5,1,0,48.923,1,1,none,0
95588ede-5000-4ff9-bc07-09c6ca2f4500,U0169,2024-01-23T15:49:00,66.28,Gas Station,Delhi,15,1,0,0,0.761,1,1,none,0
247f4d37-3772-4b2c-ab0a-92b79171a570,U0208,2024-04-06T20:12:00,84.28,Gas Station,Bangalore,20,5,1,0,1.89,1,1,none,0
49f9d2e7-81e5-44aa-95ca-2157b8eb6680,U0188,2024-09-16T14:36:00,17.05,Online Retail,Hyderabad,14,0,0,0,0.566,1,1,none,0
60437ff6-b1b4-4f0c-9aae-41f4b169ff97,U0060,2024-11-09T12:37:00,483.23,Casino,New York,12,5,1,0,20.631,0,1,none,0
c3fa2197-c292-4170-87fa-7588802effdd,U0202,2024-12-16T19:53:00,655.39,Casino,Hyderabad,19,0,0,0,6.772,0,1,none,0
f1341290-580b-42c1-8a4b-fae1f61acf5d,U0143,2024-04-24T21:53:00,101.44,Grocery,Bangalore,21,2,0,0,0.91,1,1,none,0
9d8470fa-0965-4bd3-ae93-0ef714cf25cf,U0010,2024-11-21T19:03:00,48.51,Restaurants,Dubai,19,3,0,0,0.267,0,1,none,0
eb686388-4a6f-45de-9e39-63fb01c222f7,U0114,2024-01-13T12:33:00,122.99,Grocery,Mumbai,12,5,1,0,1.29,1,1,none,0
aaa17005-baff-4ee8-85b8-7d726c32fa0b,U0181,2024-12-13T13:26:00,599.02,Casino,Bangalore,13,4,0,0,5.583,1,1,none,0
4986c3bb-62e2-43f2-b8d6-3a980ad1dd01,U0036,2024-05-18T20:40:00,54.98,ATM,Chennai,20,5,1,0,0.669,1,1,none,0
67467832-31d9-4759-ad51-973b8e8b3e22,U0028,2024-01-05T23:02:00,1191.54,Luxury Goods,Bangalore,23,4,0,0,9.514,1,1,none,0
1de59894-7783-48d8-8469-e4116129fd9d,U0192,2024-08-16T11:27:00,338.51,Electronics,Delhi,11,4,0,0,5.11,1,1,none,0
3cd97c12-15e1-4978-a582-8d3b5a4c69d5,U0240,2024-02-12T07:37:00,507.16,Electronics,Hyderabad,7,0,0,0,11.362,1,1,none,0
c6d57ef9-60b2-4542-910b-3c548caf9d4f,U0006,2024-11-07T11:41:00,106.58,ATM,Delhi,11,3,0,0,1.069,1,1,none,0
6cb69db0-2717-4f14-9101-8b5bf67794df,U0160,2024-04-25T08:13:00,61.41,Gas Station,Hyderabad,8,3,0,0,1.476,1,1,none,0
fb0ea138-4ed9-4b0e-ba40-610c2bff445b,U0151,2024-01-12T18:43:00,101.07,Online Retail,Hyderabad,18,4,0,0,2.571,1,1,none,0
0f27d1a8-1c4b-47b5-b8bb-62380276f9c1,U0133,2024-07-02T14:16:00,1940.93,Casino,Bangalore,14,1,0,0,25.757,1,0,card_not_present,1
9aed269e-8374-43e0-b41e-b9219f5f36bd,U0064,2024-03-24T17:13:00,202.21,Online Retail,Singapore,17,6,1,0,1.272,0,1,none,0
1127ae35-3609-45cb-9192-d675b15f24b2,U0229,2024-03-16T10:52:00,286.64,Casino,Delhi,10,5,1,0,4.007,1,1,none,0
c9cc545b-ac4f-4280-801b-2eb182e4240a,U0019,2024-04-07T11:51:00,1.0,Pharmacy,Mumbai,11,6,1,0,0.012,1,1,none,0
48750a86-d143-497c-99c1-779dfc1f95e4,U0165,2024-04-09T15:52:00,869.71,Luxury Goods,Bangalore,15,1,0,0,19.896,0,1,none,0
2e00f565-7712-43df-8c64-45292e29a4b7,U0033,2024-09-18T22:19:00,733.96,Electronics,Chennai,22,2,0,0,15.634,1,1,none,0
10b448d2-71c2-4681-9655-7a104f258bae,U0001,2024-08-13T16:35:00,165.3,Online Retail,Bangalore,16,1,0,0,4.22,1,1,none,0
5d430511-31ca-43bb-a377-0a6183ab286c,U0114,2024-09-26T01:17:00,1071.98,Restaurants,Mumbai,1,3,0,1,11.241,1,1,late_night_high_value,1
0daa5fd7-b08c-4d49-8547-8233cfb7efe2,U0137,2024-07-21T11:53:00,1218.9,Luxury Goods,Mumbai,11,6,1,0,6.925,1,1,none,0
adbb1712-1ac2-4922-82d1-887f07c678fc,U0033,2024-02-08T14:05:00,53.41,Restaurants,Chennai,14,3,0,0,1.138,1,1,none,0
73728594-50ea-4661-ab3e-2f88295618cf,U0162,2024-03-25T18:15:00,50.74,Restaurants,Bangalore,18,0,0,0,0.103,1,1,none,0
cd1ec12c-4217-4674-9c03-b34d4835de23,U0082,2024-11-06T17:33:00,1601.24,Luxury Goods,Bangalore,17,2,0,0,23.783,1,1,none,0
19cd53d7-3218-4e4e-94af-c6524b8bdc36,U0042,2024-05-08T12:21:00,32.16,Pharmacy,Mumbai,12,2,0,0,0.608,1,1,none,0
8ffd4de3-7700-420f-ba8f-ffa7da7c563e,U0007,2024-01-22T10:45:00,178.85,ATM,Delhi,10,0,0,0,2.559,1,1,none,0
3f0b94ca-d14d-4ac8-a9c7-780f93c7215b,U0163,2024-05-05T13:34:00,37.13,Restaurants,Delhi,13,6,1,0,0.796,1,1,none,0
21b0c9f3-bea9-4fda-818c-55cef3a73893,U0034,2024-11-18T18:35:00,658.18,Casino,Delhi,18,0,0,0,4.467,1,1,none,0
1a182fe9-addf-4063-b2bb-0c71ccc097ab,U0048,2024-05-20T19:36:00,45.57,Grocery,Chennai,19,0,0,0,0.294,1,1,none,0
7f4767f7-f014-42e9-b940-070c1c0b1a34,U0018,2024-02-22T09:13:00,70.97,Gas Station,Chennai,9,3,0,0,0.39,1,1,none,0
7ef81a76-5b2c-48b2-ad9e-ba7e2633f107,U0043,2024-07-14T20:16:00,85.27,Grocery,Mumbai,20,6,1,0,0.787,1,1,none,0
cdc20b02-cfe5-4cf3-9ae3-143c59507e12,U0159,2024-12-20T13:16:00,531.45,Casino,Delhi,13,4,0,0,15.234,1,1,none,0
7956a23d-fb8b-429e-9b7a-b8db5263d69f,U0181,2024-01-15T12:15:00,991.98,Electronics,Bangalore,12,0,0,0,9.246,1,1,none,0
a66bb8e6-ef84-4e6b-b730-8497df52d245,U0049,2024-02-27T10:03:00,531.45,Travel,Mumbai,10,1,0,0,5.593,1,1,none,0
9b3d8dea-0f16-4058-a59c-40ca798b5a96,U0217,2024-11-12T19:38:00,752.06,Travel,Mumbai,19,1,0,0,2.866,1,1,none,0
0c4b335c-fc69-444e-b27a-466124a2d6fb,U0169,2024-10-24T22:27:00,109.9,ATM,Delhi,22,3,0,0,1.261,1,1,none,0
54ce5011-cb50-4920-a59b-fb39c1576e20,U0074,2024-02-10T17:41:00,1.0,Travel,Bangalore,17,5,1,0,0.01,1,1,none,0
9d433329-20e9-4be8-abf4-16cbeff7401d,U0002,2024-02-16T17:33:00,288.63,Casino,Mumbai,17,4,0,0,1.759,1,1,none,0
2528ee98-36d3-4b4a-a070-bd81b249a918,U0119,2024-01-12T13:03:00,2281.2,Luxury Goods,Mumbai,13,4,0,0,30.69,1,1,none,0
d9c1e713-828a-411c-8d68-920c11dab992,U0094,2024-04-28T10:23:00,839.55,Travel,Chennai,10,6,1,0,35.972,1,1,none,0
ab05d16b-692e-4dd0-aeea-ecd766e4c422,U0022,2024-03-04T11:52:00,676.56,Travel,Mumbai,11,0,0,0,2.826,1,1,none,0
63e1e01b-1ad9-47dc-a8c6-0b515296e017,U0234,2024-12-13T13:49:00,36.76,Gas Station,Mumbai,13,4,0,0,0.732,1,1,none,0
14588f77-096a-4038-9b13-d7bdf8189593,U0135,2024-10-19T17:06:00,18.26,Travel,Mumbai,17,5,1,0,0.457,1,1,none,0
100a62a3-5402-4bd9-9c8c-9b94a7a43fa3,U0144,2024-12-24T17:32:00,169.17,Online Retail,Mumbai,17,1,0,0,3.601,1,1,none,0
7615c179-cb9e-4391-a02d-0769044abbf0,U0129,2024-08-09T08:17:00,88.2,Gas Station,Chennai,8,4,0,0,2.056,1,1,none,0
c0e8e14e-7434-49ab-b6bf-7d2bafe7a31d,U0214,2024-09-05T19:00:00,184.94,Online Retail,London,19,3,0,0,2.67,0,1,none,0
7550049a-d9d4-443e-aaba-49edaa454bec,U0088,2024-05-20T02:19:00,2825.47,Grocery,Delhi,2,0,0,1,21.367,1,0,late_night_high_value,1
1015711e-07da-4722-8924-90dd9d29cee9,U0084,2024-07-31T22:07:00,705.04,Travel,Bangalore,22,2,0,0,20.388,1,1,none,0
245f810e-6ac3-43aa-951e-175d4f785443,U0164,2024-01-05T16:07:00,133.46,Online Retail,Bangalore,16,4,0,0,0.758,1,1,none,0
814419a3-0939-4fe9-9611-438d67ab898c,U0149,2024-07-12T09:35:00,50.43,Restaurants,Mumbai,9,4,0,0,0.494,1,0,velocity_fraud,1
0a5ef530-7bef-4a09-9786-91cf1c4e817d,U0118,2024-07-09T11:59:00,8.68,Pharmacy,Bangalore,11,1,0,0,0.027,1,1,none,0
ee176872-a066-4f3a-bde7-cb544be91ace,U0235,2024-04-20T06:08:00,56.07,Casino,Chennai,6,5,1,0,1.051,1,0,velocity_fraud,1
771822a8-47b3-408d-bd05-75e9bf44df2e,U0148,2024-03-12T10:23:00,85.85,Grocery,Mumbai,10,1,0,0,0.406,1,1,none,0
d3d3489e-31bd-44b4-b5d9-464ed800079c,U0133,2024-12-04T11:08:00,216.37,ATM,Bangalore,11,2,0,0,2.871,1,1,none,0
b8d190e1-863c-48b4-93d6-678decde65d8,U0153,2024-08-29T17:31:00,42.64,Restaurants,Chennai,17,3,0,0,0.699,1,1,none,0
042817d9-76ef-408e-834e-001adc693c52,U0120,2024-07-28T13:03:00,48.46,Electronics,Mumbai,13,6,1,0,1.221,1,1,none,0
97874356-fc0a-4f66-bc57-40a5db1b0751,U0139,2024-03-26T19:07:00,144.03,ATM,Mumbai,19,1,0,0,0.156,1,1,none,0
f0733b13-10a4-4d9b-b0f9-c723a2ee85dd,U0009,2024-02-04T18:33:00,16.47,Pharmacy,Hyderabad,18,6,1,0,0.362,1,1,none,0
8a774613-0c3a-4ac8-826f-515e108784d6,U0047,2024-04-19T21:51:00,69.0,Online Retail,Chennai,21,4,0,0,0.641,1,1,none,0
b7faad9a-c88c-4894-b209-3e0832a6ac46,U0159,2024-08-11T11:15:00,68.07,Gas Station,Delhi,11,6,1,0,1.951,1,1,none,0
1500c38c-4fbd-4bda-8b3d-2c1b9020d08c,U0145,2024-02-23T16:15:00,164.91,Online Retail,Delhi,16,4,0,0,2.554,1,1,none,0
a8173812-6b2e-4f2c-b989-01a5b389a4ea,U0170,2024-11-23T20:49:00,961.03,Casino,Mumbai,20,5,1,0,18.026,1,1,none,0
ca9c15e6-0976-42b7-9aa2-836bb5312388,U0048,2024-05-04T19:48:00,61.94,Restaurants,Chennai,19,5,1,0,0.4,1,1,none,0
2859abb7-4970-4188-888c-9dd52309834d,U0129,2024-12-26T10:29:00,31.99,Restaurants,Chennai,10,3,0,0,0.746,1,1,none,0
3b5e6b29-461a-43b4-b2bb-d495cc8e35ce,U0018,2024-05-05T20:25:00,242.43,Online Retail,Chennai,20,6,1,0,1.334,1,1,none,0
4f040399-9916-4983-b539-7639959b6fe2,U0017,2024-09-12T13:13:00,62.32,ATM,Chennai,13,3,0,0,1.491,1,1,none,0
28e68be4-f03a-465a-b360-cc1ec34591cc,U0051,2024-09-23T05:02:00,126.16,Gas Station,Delhi,5,0,0,0,0.846,1,1,account_takeover,1
cc38f6ee-870b-4d7b-af2c-1b030002fa04,U0203,2024-04-09T19:05:00,1702.95,Luxury Goods,Mumbai,19,1,0,0,11.302,1,1,none,0
36eff642-f24e-481e-9fa1-1cbc140ebc5c,U0175,2024-09-14T18:37:00,157.62,Online Retail,Mumbai,18,5,1,0,1.525,1,1,none,0
01015354-afb4-46ee-8390-f70bde2c3a29,U0089,2024-01-12T12:45:00,40.69,Gas Station,Hyderabad,12,4,0,0,0.316,1,1,none,0
3346fe2d-fee8-44c2-9409-bb6f620799f8,U0005,2024-11-11T20:57:00,3172.61,Luxury Goods,Delhi,20,0,0,0,99.888,1,1,none,0
9689dab2-9263-48ad-85c1-32ed6728f27f,U0225,2024-08-09T15:18:00,186.43,Online Retail,Bangalore,15,4,0,0,1.725,1,1,none,0
5bb3b3cd-6a27-48e8-8e50-8d7783ddee35,U0145,2024-08-15T08:24:00,41.77,Gas Station,Delhi,8,3,0,0,0.647,1,1,none,0
01f6e0a0-c2a6-4e3d-a0d1-86d79adda681,U0173,2024-06-23T14:46:00,575.23,Casino,Mumbai,14,6,1,0,17.035,1,1,none,0
a9ae708e-fcd0-4350-a5a4-702c51c5108e,U0013,2024-06-27T12:22:00,133.64,Online Retail,Chennai,12,3,0,0,0.603,1,1,none,0
27826a0d-d4cf-436f-9078-890c21499907,U0081,2024-09-10T16:46:00,74.75,Grocery,Singapore,16,1,0,0,1.41,0,1,none,0
8fa359df-2cdd-44e7-aec3-a35b7a9c0f53,U0041,2024-12-29T06:05:00,471.03,ATM,Bangalore,6,6,1,0,3.389,0,1,account_takeover,1
3761bdd6-644d-4a62-98ea-19adafe3204d,U0217,2024-09-18T20:50:00,344.05,ATM,Dubai,20,2,0,0,1.311,0,0,account_takeover,1
eca38ec0-71df-42f1-bf9c-39633e82d631,U0157,2024-07-30T17:25:00,1177.63,Travel,Hyderabad,17,1,0,0,5.96,1,1,none,0
cfe19631-9b38-46be-be26-3bdfbeab4a89,U0166,2024-03-03T08:10:00,48.89,Restaurants,Delhi,8,6,1,0,0.258,1,1,none,0
3de20d84-95bf-427c-8bfd-162192867de3,U0118,2024-05-01T13:04:00,53.13,Pharmacy,Bangalore,13,2,0,0,0.164,1,1,none,0
5038d481-f792-42a4-9a18-82ec32cb73e8,U0185,2024-06-11T17:12:00,299.15,Casino,Hyderabad,17,1,0,0,0.973,1,1,none,0
9bef38aa-0477-4c87-b733-47b45d7bb9ed,U0009,2024-02-24T20:00:00,26.72,Grocery,Dubai,20,5,1,0,0.587,0,1,none,0
f7c4c416-fa5d-4343-aecc-b080619239e0,U0119,2024-05-30T20:17:00,1457.34,Luxury Goods,Mumbai,20,3,0,0,19.606,1,1,none,0
d36732a1-92d0-4725-ae0b-e12653ee412c,U0160,2024-07-22T22:46:00,56.7,Gas Station,Hyderabad,22,0,0,0,1.363,1,1,none,0
b29d74ee-226a-4492-949a-70ed835a0aba,U0057,2024-01-07T08:56:00,1436.91,Luxury Goods,Bangalore,8,6,1,0,4.827,1,1,none,0
a45d8111-dd2c-4fe0-8c53-9434ddae2fbb,U0052,2024-07-07T13:12:00,1.0,Online Retail,Bangalore,13,6,1,0,0.036,1,1,none,0
a1336da0-202b-4a7d-9dea-8960259c2e91,U0096,2024-07-12T16:18:00,47.68,Restaurants,Hyderabad,16,4,0,0,1.526,1,1,none,0
4778118e-4c24-46fa-a650-688a8b4a187f,U0248,2024-04-01T13:58:00,38.67,Restaurants,Hyderabad,13,0,0,0,0.042,1,1,none,0
acc9b7af-66f6-4780-ad1d-33acdff3373c,U0090,2024-09-30T17:56:00,5.7,Grocery,Delhi,17,0,0,0,0.037,1,1,none,0
9113c05c-cced-4785-9d0d-e125df50c372,U0100,2024-10-05T19:50:00,60.34,Grocery,Hyderabad,19,5,1,0,0.907,1,1,none,0
e934462c-0d0e-4cf6-af6c-94639ede7f42,U0012,2024-01-05T21:52:00,27.17,Restaurants,Delhi,21,4,0,0,0.286,1,1,none,0
8de0cb82-0e99-453e-b8d5-503340234499,U0147,2024-07-20T15:42:00,58.31,Restaurants,Bangalore,15,5,1,0,0.725,1,1,none,0
213fa0d2-fa9b-4842-9ba3-5bdf88bdebb6,U0064,2024-12-09T15:13:00,66.31,Online Retail,Mumbai,15,0,0,0,0.417,1,1,none,0
d6d83e8f-5d64-4f8b-8877-79e0280b6bfe,U0051,2024-07-23T14:41:00,44.78,Gas Station,Delhi,14,1,0,0,0.3,1,1,none,0
ef97de45-46ad-477b-8a7d-592a555b6bc3,U0131,2024-09-30T12:10:00,114.17,Grocery,Bangalore,12,0,0,0,3.815,1,1,none,0
37730c03-ed4b-47ee-995a-2de6dcf0b721,U0201,2024-12-30T12:31:00,14.63,Pharmacy,Hyderabad,12,0,0,0,0.053,1,1,none,0
